,Judul,Tanggal,Penulis,Label,Kota,Deskripsi,Url
288,"        Oleng Hindari Lubang, Mobil Tabrak Tiang Listrik Dekat Polsek Sunggal    ","Rabu, 25 Jan 2023 19:43 WIB",Goklas Wisely - detikSumut,detikSumut,Medan,"Medan - Pengendara mobil tabrak tiang listrik dan pembatas jalan dekat Polsek Sunggal, di Jalan TB Simatupang Kecamatan Medan Sunggal, Kota Medan. Mobil itu oleng setelah menghindari lubang jalan.Kanit Lantas Polsek Sunggal, Iptu Andrea Nasution, mengatakan kejadian itu berlangsung sore tadi. Beruntung tidak ada korban jiwa akibat peristiwa itu.""Itu pengendara mobil oleng terus nabrak pembatas jalan dan tiang listrik. Pengendara datang dari Simpang Sunggal ke Jalan Amal. Peristiwanya dekat Polsek,"" kata Andrea kepada detikSumut, Rabu (25/1/2023).                Baca juga: Pengendara Motor Tewas Tertabrak Kereta Api di Rel Tanpa Plang di MedanKanit menjelaskan sopir mobil itu selamat usai menabrak tiang listrik. Menurut dia mobil itu oleng karena menghindari jalan rusak.""Oleng karena menghindari lubang (di jalan) aja,"" sebutnya.Video menyangkut peristiwa itu pun beredar di media sosial. Warga tampak ramai menyaksikan mobil tabrak tiang itu. Pengendara yang melintas juga turut berhenti melihat kondisi mobil yang ada.Rizky Ramadhan salah satu pengunggah video kejadian itu ke media sosial mengatakan peristiwa itu dilihatnya pada 17.30 WIB. .""Kalau korban jiwa tidak ada. Pengendara mobil tadi langsung diamankan polisi,"" ujarnya.Baca juga: Pemuda di Muaro Jambi Tewas Usai Terlindas TrukSimak Video ""Bukan Tengah Malam, Ini Jam-jam Rawan Kecelakaan""[Gambas:Video 20detik](astj/astj)kecelakaan lalu lintas polsek sunggal sumut sumatera utara medan",https://www.detik.com/sumut/berita/d-6534387/oleng-hindari-lubang-mobil-tabrak-tiang-listrik-dekat-polsek-sunggal
289,"        Target Kento Momota Tahun Ini Tak Muluk, Cuma 1 Kemenangan    ","Rabu, 25 Jan 2023 19:20 WIB",Mercy Raya - Sport,Sport,Jakarta,"Jakarta - Pebulutangkis putra Kento Momota mengatakan targetnya di tahun ini bukan lah lolos kualifikasi Olimpiade Paris 2024. Melainkan minimal menang di satu turnamen.Hal itu diungkapkan Kento usai kalah di babak 32 besar Indonesia Masters 2023, pada Rabu (25/1/2023). Lajunya dihentikan pebulutangkis China Shi Yu Qi dalam duel straight game 18-21, 7-21 di Istora Gelora Bung Karno (GBK).""Sebenarnya pada awal permainan sudah bagus ya, sudah mulai enak mainnya. Tapi saat di tengah-tengah terasa lawannya meningkatkan serangan, jadi saya terbawa ke permainan Shi Yu Qi hari ini. Jadi saya tidak bisa main dengan apa yang saya inginkan,"" kata Kento, usai tanding.                Hasil tersebut semakin memperburuk torehan Kento di turnamen-turnamen sebelumnya. Di India Open yang berlangsung pekan lalu, juara dunia dua kali ini (2018 dan 2019) juga terhenti di babak pertama.Sementara pada 2022, capaian terbaiknya menjadi runner up di Malasyia Open dari 9 turnamen yang dilakoni. Sementara delapan kejuaraan lainnya, ia banyak terhenti di babak-babak awal.""Kan namanya juga permainan ya. Pasti ada yang menang, ada kalah. Ada masanya saya sering menang dan ada masanya dia sering kalah,"" kata pebulutangkis berusia 28 tahun tersebut.""Intinya bagaimana caranya saya bisa memulihkan diri dan tidak terlalu terbawa tekanan dan kepikiran, 'aku kalah terus'. Saya ingin menjaga kondisi mental saat ini. Itu saja sih yang lebih penting,"" kata Kento.Kondisi itu pun sekaligus memaksanya untuk tak lagi memikirkan dapat lolos Olimpiade Paris atau tidak. Padahal tahun ini menjadi tahun perhitungan poin multievent terbesar sejagat raya empat tahunan tersebut.""Target saya di tahun ini setidaknya dapat menang di satu pertandingan. Itu saja sih dulu,"" ungkapnya.Baca juga: Ginting Rindu MomotaKecelakaan Lalu Lintas Masih Menghantui KentoMenurunkan performa Kento juga tak lepas dari kecelakaan lalu lintas yang dialaminya pada Januari 2020. Ia pun mengaku sulit bangkit sehingga memengaruhi kiprahnya di bulutangkis hingga kini.Hal itu terbukti, selain tidak pernah mendapat hasil yang maksimal, Kento juga terlempar dari jajaran top ten pebulutangkis putra dunia.""Kecelakaan yang enggak mudah bagi saya dan hidup saya juga. Jadi pasti sangat berpengaruh bagi saya sendiri, bahkan sampai sekarang dengan performa di tiap pertandingannya. Dan untuk bangkit lagi nya itu juga enggak mudah,"" ujar Kento.""Tapi intinya saya ingin berusaha yang terbaik di tiap pertandingan. Kalau hasilnya belum membaik, berarti usahanya harus ditingkatkan lagi,"" lanjutnya.Dalam meningkatkan mentalnya, Kento mengaku telah melakukan treatment khusus. Hal ini untuk menjaga agar dirinya tidak terpuruk sampai jauh.""Saya punya trainer sendiri dan itu lumayan sangat membantu untuk menjaga kepercayaan diri dan mental saya supaya tidak bobrok banget. Intinya, sekarang saya mau melakukan yang terbaik dulu untuk dapat pulih kembali,"" kata juara Asia 2018 dan 2019 tersebut.Baca juga: Japan Open 2022: Chico Singkirkan Kento Momota (mcy/cas)kento momota bulutangkis ",https://sport.detik.com/raket/d-6534355/target-kento-momota-tahun-ini-tak-muluk-cuma-1-kemenangan
290,        Pelajaran dari Kecelakaan Maut Mahasiswi di Cianjur    ,"Rabu, 25 Jan 2023 17:36 WIB",Tim detikcom - detikOto,detikOto,Jakarta,"Jakarta - Seorang mahasiswi tewas kecelakaan di daerah Cianjur, Jawa Barat. Polisi menjelaskan, diduga mahasiswi yang mengendarai motor itu tewas tertabrak mobil yang mencoba mengekor rombongan pengawalan.Dikutip detikJabar, kecelakaan itu terjadi pada Jumat (20/1) sekitar 14.55 WIB di Kampung Sahbandar, Kecamatan Karangtengah, Cianjur. Saat itu, korban yang merupakan mahasiswi Universitas Suryakencana, sedang mengendarai sepeda motor jenis matik bernomor polisi F-4193-SF dari Bandung ke Cianjur. Pada waktu bersamaan, ada rombongan kendaraan yang melintas dari Cianjur menuju Bandung.""Korban sempat menabrak kendaraan di depannya, yaitu angkot, kemudian jatuh. Kendaraan ke sebelah kiri, sedangkan korban jatuh ke sebelah kanan, tapi masih ada di jalur yang bersangkutan. Artinya tidak berpindah jalur, tidak pindah jalur marka,"" kata Kapolres Cianjur AKBP Doni Hermawan.                Baca juga: Kematian Tragis Selvi Amalia Terlindas Mobil di CianjurDiduga korban tewas akibat kepalanya terbentur kendaraan yang melaju dari arah berlawanan. Dia mengatakan, saat terjadi benturan, korban masih mengenakan helm.Berdasarkan rekaman CCTV, korban diduga ditabrak mobil Audi A8 berwarna hitam. Polisi memastikan mobil Audi tersebut bukan bagian dari rombongan yang dikawal polisi.""Kendaraan tersebut adalah kendaraan yang masuk ke rombongan pengawalan. Artinya mengikut, jadi bukan rombongan pengawalan, tapi ini rangkaian liar yang memaksa masuk,"" kata dia.Dari peristiwa ini, ada beberapa pelajaran penting yang bisa diambil. Menurut Sony Susmana, praktisi keselamatan berkendara dari Safety Defensive Consultant Indonesia (SDCI), memang banyak sekali pengemudi yang suka ngekor iring-iringan pengawalan untuk menghindari kemacetan.Baca juga: Mobil Penabrak Mahasiswi Cianjur, Kapolres: Bukan Iring-iringan Polisi""Saking berebutnya, mereka tidak pernah jaga jarak dan kecepatan,"" ujar Sony kepada detikcom, Rabu (25/1/2023). Dia bilang, mengekor iring-iringan pengawalan adalah bentuk perilaku tidak bertanggung jawab.Dari sisi pengendara lain, pelajaran pentingnya adalah untuk selalu waspada terhadap kemungkinan terburuk di jalan raya. Salah satunya ketika kita bertemu rombongan pengawalan.""Perlu dipahami bahwa iring-iringan apa pun yang ada di Indonesia selalu agresif, tidak hanya membahayakan bahkan sering berujung konflik. Hal tersebut terjadi akibat minimnya pengetahuan dasar berkendara para pengemudi,"" sebut Sony.Terlebih, dari sisi pengguna jalan lain, tidak banyak yang mau minggir atau membuka jalan ketika mendengar sirine. Banyak pula pengendara sepeda motor yang berkendara menggunakan earphone atau helm yang tidak sesuai sehingga suara-suara yang ada di luar tidak terdengar.""Bagi pengendara lain, sudah harus mengubah kebiasaan dalam berkendara untuk selalu cek spion ketika mendengar suara sirene dan segera menepi atau kalau macet bikin escape path atau selalu berjalan di sisi kiri,"" jelas Sony. Simak Video ""Bukan Tengah Malam, Ini Jam-jam Rawan Kecelakaan""[Gambas:Video 20detik](rgr/lth)kecelakaan kecelakaan maut kecelakaan lalu lintas mahasiswi cianjur tewas ditabrak tabrak lari mahasiswi cianjur ",https://oto.detik.com/tips-and-tricks/d-6534051/pelajaran-dari-kecelakaan-maut-mahasiswi-di-cianjur
291,        Sopir Pikap Maut Tewaskan 8 Orang Divonis 1 Tahun 10 Bulan Bui!    ,"Rabu, 25 Jan 2023 16:57 WIB",Dadang Hermansyah - detikJabar,detikJabar,Ciamis,"Ciamis - Epeng, sopir mobil pikap maut yang terjun ke jurang dan menewaskan 8 orang penumpang di Kabupaten Ciamis, divonis 1 tahun 10 bulan penjara. Vonis tersebut lebih ringan dari tuntutan Jaksa Penuntut Umum (JPU) yang menuntut 3 tahun penjara. EP pun dihukum denda Rp10 juta subsidair 1 bulan.Putusan tersebut dibacakan oleh hakim ketua Dede Halim dalam sidang vonis terhadap sopir pikap maut di Ciamis di Pengadilan Negeri Ciamis, Rabu (25/1/2023). Atas vonis tersebut, JPU dan terdakwa sama-sama menerima putusan hakim.""Saya menerima,"" ujar Terdakwa EP saat ditanya oleh hakim ketua saat sidang putusan.                Baca juga: Sopir Pikap Maut di Ciamis Jadi Tersangka!Sementara itu, Jaksa Penuntut Umum Dyah Anggraeni pun menyatakan menerima putusan tersebut meski lebih ringan dari tuntutan 3 tahun. Dalam perkara ini, terdakwa EP dijerat pasal 310 ayat 1, 2 dan pasal 3 UU nomor 22 tahun 2009 tentang Lalu-lintas dan Angkutan Jalan.""Tadi divonis 1 tahun 10 bulan. Kalau tuntutan kami 3 tahun. Mungkin melihat banyak pertimbangan lainnya, itu kewenangan hakim, kita menerima,"" ujar Dyah Anggraeni, Jaksa Penuntut Umum usai sidang.Dyah menerangkan ada pun hal yang memberatkan terdakwa adalah hilangnya 8 nyawa dan luka-luka dalam kecelakaan tersebut. Sedangkan hal yang meringankan, semua pihak keluarga korban sudah memaafkan saat dipersidangan.""Kemarin di persidangan semua sudah memaafkan, tapi proses hukum tetap berjalan. Ada santunan juga,. Kalau sudah memaafkan tentunya tidak tidak boleh dzolim juga,"" ungkapnya.Diberitakan sebelumnya, mobil pikap yang mengangkut rombongan undangan acara khitanan terjun ke jurang sedalam 30 meter di Desa Cibeureum, Kecamatan Sukamantri, Kabupaten Ciamis, Jawa Barat, Senin (8/8/2022). Delapan orang tewas dalam kejadian tersebut.Baca juga: Dugaan Penyebab Mobil Terjun ke Jurang Tewaskan 8 Orang di CiamisPolisi pun menetapkan EP sebagai tersangka dalam kasus kecelakaan tersebut. Pada saat proses penyelidikan, polisi membutuhkan waktu cukup lama. Mengingat sopir pikap pun turut jadi korban dengan kondisi luka berat.Setelah mendapat perawatan intensif di RSUD Ciamis selama beberapa hari, polisi pun melanjutkan proses hukum kasus kecelakaan pikap maut tersebut.Simak Video ""Bejat! Pria Ciamis Perkosa Anak Tiri Umur 12 Tahun Sampai Melahirkan""[Gambas:Video 20detik](dir/dir)sopir pikap maut di ciamis ciamis vonis sopir pikap maut sidang sopir pikap maut ciamis jawa barat berita jabar",https://www.detik.com/jabar/hukum-dan-kriminal/d-6533935/sopir-pikap-maut-tewaskan-8-orang-divonis-1-tahun-10-bulan-bui
292,        Truk Muatan Gaplek Terguling di Bokong Semar Jalan Jogja-Wonosari    ,"Rabu, 25 Jan 2023 14:11 WIB",Pradito Rida Pertana - detikJateng,detikJateng,Bantul,"Bantul - Truk bermuatan gaplek terguling di tikungan 'Bokong Semar' Jalan Jogja-Wonosari, Piyungan, Kabupaten Bantul. Polisi menyebut penyebab kecelakaan truk menghindari bus pariwisata saat berpapasan.Kapolsek Piyungan Kompol Sugihartono mengatakan kecelakaan itu terjadi sekitar pukul 10.00 WIB. Bermula saat truk bernomor polisi BG 8647 LQ yang dikemudikan Giman (57) warga Lampung Selatan melaju dari arah Wonosari ke Jogja. Sesampainya di tikungan tajam menurun yang dikenal bernama Bokong Semar, Pedukuhan Tambalan, Kalurahan Srimartani, truk berpapasan dengan bus pariwisata.""Sampai di tikungan truk berpapasan dengan bus pariwisata yang melaju dari arah Jogja ke Wonosari,"" kata Sugihartono saat dihubungi detikJateng, Rabu (25/1/2023).                Karena jarak terlalu mepet, sopir truk berupaya menghindari benturan dengan membanting setir. Namun nahas truk justru terguling ke arah kiri.Baca juga: Anggota TNI Tewas Usai Tabrakan dengan Pelajar di Pengasih Kulon Progo""Karena jarak yang terlalu dekat maka sopir truk bermuatan gaplek ini banting setir ke kiri. Akibatnya ban belakang truk masuk ke parit dan akhirnya truk terguling ke kiri,"" jelasnya.Sopir truk selamat, sedangkan truk terguling dan sebagian muatan gaplek berserakan di pinggir jalan. Bodi truk depan pecah, bak truk rusak, dan kaca spion pecah.""Tidak ada korban jiwa, hanya kerugian materi sekitar Rp 2 juta,"" jelasnya.Sugihartono mengatakan kecelakaan tunggal truk terguling itu tidak membuat Jalan Jogja-Wonosari macet, hanya terjadi perlambatan arus. Pihaknya tidak sampai memberlakukan buka tutup jalan.""Untuk arus lalu lintas lancar, karena truk kan terguling di pinggir jalan. Jadi pengendara masih bisa lewat jalan Jogja-Wonosari,"" imbuhnya.Baca juga: Pengakuan Awal Pemobil BMW di Jogja Sebelum Akui Tabrak Nenek hingga TewasSimak Video ""Detik-detik Truk Bawa Rombongan Anak Terguling di Banjarnegara""[Gambas:Video 20detik](rih/sip)truk terguling kecelakaan truk kecelakaan di bantul kecelakaan jalan jogja-wonosari piyungan tikungan bokong semar bantul berita jogja",https://www.detik.com/jateng/jogja/d-6533545/truk-muatan-gaplek-terguling-di-bokong-semar-jalan-jogja-wonosari
293,        Anggota TNI Tewas Usai Tabrakan dengan Pelajar di Pengasih Kulon Progo    ,"Rabu, 25 Jan 2023 11:28 WIB",Jalu Rahman Dewantara - detikJateng,detikJateng,Kulon Progo,"Kulon Progo - Seorang anggota TNI meninggal dunia karena kecelakaan di Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta (DIY). Korban tewas akibat motor yang dikendarainya tertabrak oleh pelajar.Kecelakaan ini terjadi di jalan nasional Jogja-Wates, Km 2, Dusun Ngramang, Kalurahan Kedungsari, Kapanewon Pengasih, tepatnya di depan Mapolres Kulon Progo. Kejadian berlangsung pada pagi tadi sekitar pukul 07.30 WIB.""Iya benar pagi tadi ada kecelakaan lalu lintas hingga menyebabkan satu orang meninggal dunia,"" ungkap Kanit Gakkum Satlantas Polres Kulon Progo, Ipda Satya Kurnia, saat dimintai konfirmasi wartawan, Rabu (25/1/2023).                Baca juga: Pengakuan Awal Pemobil BMW di Jogja Sebelum Akui Tabrak Nenek hingga TewasSatya menerangkan korban tewas bernama Miskijo (46) warga Kalurahan Bumirejo, Kapanewon Lendah, Kulon Progo. Korban diketahui merupakan anggota TNI berpangkat Serda yang bertugas di Koramil Galur.Korban dinyatakan meninggal dunia setelah motor bernomor polisi AB 4582 DL yang dikendarainya tertabrak pemotor lain yang masih pelajar. Pelajar itu mengendarai motor dengan nomor polisi AB 3502 EK.""Semula motor korban melaju dari arah timur ke barat, sesampainya di TKP hendak berbelok ke kanan atau arah utara, tapi bertabrakan dengan sepeda motor lain yang dikemudikan oleh pelajar,"" terang Satya.Baca juga: Cerita TKW Tergiur Bujuk Rayu Tipu-tipu Investasi Wowon Serial Killer""Dugaan sementara karena kurang konsentrasinya pengendara pelajar terhadap pemotor yang ada di depannya,"" imbuhnya.Satya mengatakan dari keterangan tim medis, korban Miskijo mengalami pendarahan pada hidung dan mulut serta lecet tangan kanan dan lutut kanan. Korban dinyatakan meninggal dunia di TKP.""Sementara untuk pemotor yang pelajar selamat tapi mengalami lecet pada lutut kaki kiri, lecet pinggang sebelah kiri dan lecet tangan kiri,"" jelasnya.Atas insiden ini, polisi telah mengamankan dua kendaraan yang terlibat kecelakaan di Mapolres Kulon Progo. ""Dua kendaraan sudah diamankan, dalam kondisi rusak pada beberapa bagian,"" ujar Satya.Simak Video ""Gempa M 5,2 Guncang Kulon Progo DIY""[Gambas:Video 20detik](sip/sip)kulon progo berita jogja berita jateng kecelakaan",https://www.detik.com/jateng/jogja/d-6533140/anggota-tni-tewas-usai-tabrakan-dengan-pelajar-di-pengasih-kulon-progo
294,        Kapolri Soroti Insiden Mahasiswi Tewas Ditabrak Mobil di Cianjur    ,"Rabu, 25 Jan 2023 10:38 WIB",Wisma Putra - detikJabar,detikJabar,Bandung,"Bandung - Selvi Amalia Nuraeni, mahasiswi FH Universitas Suryakancana (Unsur) Cianjur menjadi korban kecelakaan lalu lintas di Jalan Raya Bandung-Cianjur.Dari informasi yang tersebar di media sosial, Rabu (25/1/2023), korban diduga ditabrak rombongan kendaraan kepolisian yang melintas di jalan tersebut. Kecelakaan terjadi pada Jumat (20/1/2023) lalu.""Almarhumah Selvi Amalia Nuraeni, Mahasiswi FH Unsur adalah korban tabrakan di Jl Raya Bandung. Selvi diduga tertabrak oleh ROMBONGAN PEJABAT TERAS KEPOLISIAN. Sampai sekarang PELAKU BELUM TERTANGKAP DAN KEPOLISIAN SETEMPAT TERKASAN MENUTUP-NUTUPI. #SolidaritasUntukSelvi,"" tulis pemilik Twitter @mazzni_gsp.                Baca juga: Kesaksian Seorang TKW Terjerat Bujuk Rayu Wowon 'Serial Killer'Ada tiga foto yang diunggah dalam akun Twitter tersebut yaitu foto korban tergeletak di pinggir jalan, lokasi kejadian, dan foto korban semasa hidup.Kapolri Jenderal Listyo Sigit memberikan tanggapan terkait unggahan tersebut. Pihaknya akan segera melakukan penyelidikan terkait kejadian itu.""Terima kasih informasinya. Saya cek segera ya,"" tulis Kapolri dalam Twitternya @ListyoSigotP.Dari informasi yang diterima detikJabar, siang ini Polres Cianjur akan memberikan keterangan terkait kejadian ini.Baca juga: Misteri Aktivitas Wowon 'Serial Killer'Simak Video 'CCTV Mobil Penabrak Mahasiswi hingga Tewas di Cianjur':[Gambas:Video 20detik](wip/iqk)berita jabar jawa barat cianjur mahasiswi ditabrak di cianjur mahasiswi korban tabrak lari kecelakaan selvi amalia nuraeni mahasiswi unsur tewas ditabrak universitas suryakancana",https://www.detik.com/jabar/berita/d-6533035/kapolri-soroti-insiden-mahasiswi-tewas-ditabrak-mobil-di-cianjur
295,,,,,Bule Australia,,https://travel.detik.com/travel-news/d-6532809/bule-jatuh-dari-motor-ngaku-dirampok-dan-dipukuli-di-bali-galang-dana-bantuan
296,"        Brian Hunt, Bule Australia yang Heboh Dirampok Ternyata Kecelakaan    ","Rabu, 25 Jan 2023 07:19 WIB",Tim detikBali - detikBali,detikBali,Denpasar,"Daftar Isi							Polisi Tegaskan Bukan Perampokan													Kronologi Kecelakaan													Sebut Dipelintir Media Australia													Lakukan Penggalangan Dana						Denpasar - Lachlan Brian Hunt viral di media sosial setelah dikabarkan bonyok akibat dirampok dan dipukuli di Bali. Belakangan, bule Australia itu mengklarifikasi bahwa dirinya babak belur bukan karena dirampok. Ia mengaku mendapat perawatan di rumah sakit akibat kecelakaan lalu lintas saat mengendarai sepeda motor.Brian Hunt menyebut kecelakaan tersebut juga sempat membuatnya sempat hilang ingatan. Klarifikasi itu dia ungkapkan melalui surat bermaterai Rp 10 ribu pada 23 Januari 2023.Baca juga: Bule Australia yang Viral Dirampok Galang Dana untuk Bayar Rumah Sakit""Saya mengalami kejadian di Bali karena jatuh dari motor. Saya kehilangan ingatan selama dua hari karena gegar otak. Saya berada di rumah sakit selama enam hari karena cedera,"" kata Brian Hunt dalam surat keterangan yang dibuatnya dikutip pada Selasa (24/1/2023).                Berikut fakta-fakta Lachlan Brian Hunt, bule Australia yang heboh dirampok ternyata kecelakaan seperti dirangkum detikBali:Polisi Tegaskan Bukan PerampokanKepala Bidang Hubungan Masyarakat (Kabid Humas) Polda Bali Kombes Stefanus Satake Bayu Setianto menegaskan bahwa Lachlan Brian Hunt babak belur bukan karena dirampok. Hal tersebut berdasarkan hasil penyelidikan yang telah dilakukan kepolisian.""Berdasarkan hasil penyelidikan terhadap saksi-saksi dan interogasi terhadap WNA atas nama Lachlan Brian Hunt bahwa kasus tersebut bukan merupakan tindak pidana penganiayaan dan perampokan,"" kata Satake Bayu dalam keterangan tertulis, Selasa (24/1/2023).Satake Bayu mengatakan bule Australia itu mengalami luka-luka akibat kecelakaan tunggal. Bule Aussie itu selanjutnya mendapat perawatan di Rumah Sakit BIMC Kuta pada 12-17 Januari 2023.Kronologi KecelakaanPolisi memastikan Hunt babak belur akibat kecelakaan lalu lintas berdasarkan keterangan dari saksi-saksi di tempat kejadian perkara (TKP). Awalnya Hunt pergi dari tempatnya menginap di Hotel Masa Inn Bali, Jalan Poppies Lane 1 Nomor 27, Kelurahan/Kecamatan Kuta, Kabupaten Badung menuju klub disko Engine Room Bali Super Club bersama temannya sekitar pukul 22.00 Wita.Sekitar pukul 04.00 Wita, Hunt pulang mengendarai sepeda motor dalam kondisi mabuk dan dengan kecepatan tinggi. Ketika melewati polisi tidur, motor yang dikendarai Hunt oleng. Ia pun terjatuh dan terkapar di aspal.""Kemudian sekitar pukul 04.30 Wita, WNA tersebut bangun dengan muka penuh darah kemudian langsung pergi,"" kata Satake Bayu.Sebelum itu, Hunt mengaku bahwa ada yang menepuk handphone (HP) miliknya hingga jatuh. Ia pun berusaha meraih kembali HP tersebut dari orang tak dikenal.Menurut Satake Bayu, bule Aussie itu tidak tahu siapa yang memviralkan dirinya dirampok. ""Lachlan Briant Hunt mengaku tidak tahu siapa yang memviralkan berita tersebut,"" terang mantan Kabid Humas Polda Sumatera Barat (Sumbar) itu.Sebut Dipelintir Media AustraliaBrian Hunt memberikan penjelasan setelah media Australia menyebut dirinya dirampok dan dipukuli di Bali. Hunt menyebut pemberitaan media Australia tersebut dipelintir.""Artikel media Australia yang menjadi viral semuanya salah dan dipelintir. Hal ini terjadi karena saya tidak membuat pernyataan apapun,"" kata Lachlan Brian Hunt dalam surat keterangan yang dibuatnya dikutip detikBali, Selasa (24/1/2023).Salah satu media Australia itu memberitakan Brian Hunt berjuang hidup setelah dipukuli dengan kejam di Bali. Brian Hunt disebut diserang dan dirampok di jalanan hingga kaki patah dan pendarahan otak.Brian Hunt menepis pemberitaan tersebut. ""Saya ditawari banyak media Australia tetapi saya tolak karena Bali adalah rumah kedua saya dan saya tidak ingin nama Bali dijelek-jelekkan,"" imbuhnya.Lakukan Penggalangan DanaBrian Hunt melakukan penggalangan dana untuk membantu teman dan keluarganya membayar biaya perawatan rumah sakit. ""Alasan dana saya dibuat adalah untuk teman dan keluarga membantu membayar tagihan rumah sakit. Saya sama sekali tidak berniat insiden ini diambil alih oleh media Australia,"" katanya, Selasa (24/1/2023).Baca juga: Viral Bule Aussie Babak Belur Dirampok Ternyata Korban KecelakaanSebelumnya, RS Bali International Medical Centre (BIMC) Kuta, tempat perawatan Lachlan tutup mulut terkait kondisinya. ""Mohon maaf, kami tidak dapat mengeluarkan statement apapun mengenai hal ini,"" ungkap salah satu staf RS BIMC Putri, Senin (23/01/2023).Konsulat Jenderal (Konjen) Australia melalui staf humas Rezki juga menutup pintu rapat-rapat terkait informasi bule tersebut. ""Kami aware soal ini. Terima kasih. Mohon maaf, no comment,"" jawabnya singkat.Simak Video ""Penyebar Video Seks Bergelang Tridatu Ternyata Mantan Pacar""[Gambas:Video 20detik](iws/gsp)bule australia di bali bule australia dirampok bule australia kecelakaan di bali polda bali bule australia viral dirampok bule viral di bali",https://www.detik.com/bali/berita/d-6532780/brian-hunt-bule-australia-yang-heboh-dirampok-ternyata-kecelakaan
297,        Ojek di Kota Ini Pakai Motor Listrik Pelat Kuning    ,"Selasa, 24 Jan 2023 21:30 WIB",Tim detikcom - detikOto,detikOto,Jakarta,"Jakarta - Kota Agats di Kabupaten Asmat, Papua Selatan sudah belasan tahun menggunakan kendaraan listrik. Bahkan, saat ini banyak yang menjajakan jasa ojek menggunakan motor listrik di sana.Menurut pengamat transportasi yang juga Akademisi Prodi Teknik Sipil Unika Soegijapranata Djoko Setijowarno, warga di sana sudah menggunakan kendaraan listrik sejak tahun 2007. Sebab, di sana sulit mendapatkan bahan bakar minyak (BBM).""Tidak banyak yang tahu jika sejak 2007 warga di Kota Agats Kabupaten Asmat (Provinsi Papua Selatan) sudah menggunakan kendaraan listrik (electric vehicle) untuk bermobilitas. Keterbatasan mendapatkan BBM salah satu kendala pada waktu itu,"" kata pengamat transportasi yang juga Akademisi Prodi Teknik Sipil Unika Soegijapranata Djoko Setijowarno, Selasa (24/1/2023).                Baca juga: Belum Banyak yang Tahu, Warga di Agats Sejak 2007 Pakai Kendaraan ListrikPada tahun 2018, setidaknya ada 1.280 motor listrik yang berlalu-lalang dan digunakan oleh penduduk di Agats. Sementara kendaraan berbahan bakar fosil jarang, atau bahkan hampir tidak ada.Djoko bilang, Kota Agats adalah kota tanpa lampu pengatur lalu lintas atau traffic light. Di sana pun minim kecelakaan lalu lintas. Juga tidak ada Stasiun Pengisian Bahan bakar Umum (SPBU) dan Stasiun Pengisian Kendaraan Listrik Umum (SPKLU), meskipun mayoritas menggunakan motor listrik.Baca juga: Subsidi Kendaraan Listrik Diusulkan Cuma buat Daerah yang Sulit BBMData Dinas Perhubungan Kabupaten Asmat, hingga November 2018 tercatat 3.154 kendaraan listrik. Terbanyak sepeda motor listrik 3.067 unit. Terdapat 22 pangkalan ojek listrik. Ojek yang beroperasi di Kota Agats menggunakan pelat kendaraan berwarna kuning.""Sudah ada peraturan daerah yang mengaturnya, yakni Perda No. 6 Tahun 2011 tentang Retribusi Jasa Umum. Selain itu ada juga Perda No. 7 Tahun 2011 tentang Retribusi Jasa Usaha. Perbup No. 24 Tahun 2017 tentang Angkutan Darat dan Sungai,"" sebut DjokoRegulasi itu mengatur retribusi kendaraan bermotor listrik (ojek) yang disewakan sebesar Rp 500.000 per tahun, retribusi kendaraan bermotor listrik pribadi Rp 150.000 per tahun, dan sewa lahan untuk ojek Rp 1 juta per tahun. Simak Video ""Tetap Gagah! Wujud Yamaha XSR 155 yang 'Disetrum' Jadi Motor Listrik ""[Gambas:Video 20detik](rgr/lth)motor listrik ojek motor listrik ojek kendaraan listrik ",https://oto.detik.com/motor/d-6532558/ojek-di-kota-ini-pakai-motor-listrik-pelat-kuning
