Judul,Tanggal,Penulis,Label,Kota,Content,Url
"
        Polisi Sebut Imbauan Tak Pakai Sandal Jepit Bentuk Safety Saat Berkendara    ","Rabu, 15 Jun 2022 17:19 WIB",Deny Prasetyo - detikJatim,detikJatim,Surabaya,"Surabaya - Ramai soal imbauan agar tidak memakai sandal jepit membuat beragam komentar warga dan netizen. Polisi menyebut imbauan itu salah satu bentuk safety saat berkendara.""Maksud saat berkendara itu lebih aman salah satunya menggunakan sepatu. Karena bisa melindungi kaki,"" ungkap Kasat Lantas Polrestabes Surabaya AKBP Teddy Candra saat dikonfirmasi detikJatim, Rabu (15/6/2022).Dia menambahkan imbauan itu tidak ada hubungan dengan masalah tilang. Ini kebiasaan pengendara yang bisa membahayakan.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""Bukan masalah penilangan. Itu lebih untuk keamanan (Safety) dalam berkendara,"" tambahnya.Selain menggunakan pelindung kaki, tambah dia, pemotor disarankan menggunakan jaket dan helm saat berkendara. Hal itu untuk meminimalisir jika terjadinya hal-hal yang tidak diinginkan seperti kecelakaan lalu lintas.Baca juga: Korlantas Tegaskan Tak Akan Tilang Pemotor Pakai Sandal Jepit""Yang lebih baik lagi itu menggunakan jaket untuk pengguna kendaraan roda dua. Karena lebih melindungi bilamana terjadi kecelakaan. Kan badan lebih terlindungi kalau menggunakan jaket, menggunakan sepatu, helm,"" ungkap Teddy.Teddy pun mempertegas jika imbauan memakai sandal jepit tidak ada hubungannya dengan penindakan tilang di jalan. Menurutnya selama pengendara kelengkapan berkendara sudah dilengkapi, tidak akan ada penindakan (Tilang).""Nggak ada pasal dalam undang-undang lalu lintas pakai sendal jepit kena tilang,"" tandasnya.Dia pun meminta imbauan itu dicari sisi positifnya saja. Sebab dengan memakai sepatu, merupakan safety reading bagi pengendara roda dua agar tidak terjadi fatalitas dalam berkendara.""Jadi intinya ke safety reading, keamanan dan keselamatan dalam berkendara khusus kendaraan roda dua untuk menghindari fatalitas,"" ungkap Teddy.
Simak Video ""Buat Konten Ditilang Akibat Sandal Jepit, TikToker Ini Dijemput Polisi""
[Gambas:Video 20detik]
(hil/fat)


sandal jepit kontroversi sandal jepit larangan pakai sandal jepit surabaya detikjatim kakorlantas",https://www.detik.com/jatim/berita/d-6128973/polisi-sebut-imbauan-tak-pakai-sandal-jepit-bentuk-safety-saat-berkendara
"
        Dua Pemotor yang Jatuh di Jembatan Bagbagan Masih Dirawat di RSUD    ","Rabu, 15 Jun 2022 16:37 WIB",Syahdan Alamsyah - detikJabar,detikJabar,Sukabumi,"Sukabumi - Tiga orang korban kecelakaan lalu lintas di area renovasi Jembatan Bagbagan, Sungai Cimandiri, Kabupaten Sukabumi masih mendapat perawatan di RSUD Palabuhanratu. Dikabarkan kondisi tiga korban sudah mulai membaik.Tiga korban yang merupakan satu keluarga masing-masing bernama Dilfa (22), Seftia (20) dan Delfan (8 bulan) diketahui mendapat penanganan medis usai jatuh dari Jembatan Bagbagan pada Senin (13/6/2022).""Yang masih dirawat D (Delfan) dan S (Seftia) sampai saat ini kondisi umum membaik, mudah-mudahan kalau observasi saat ini membaik dan kalau tidak ada keluhan dari pasiennya sudah bisa pulang,"" kata Humas RSUD Palabuhanratu, Bili Agustian kepada detikJabar, Rabu (15/6/2022).



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Sementara untuk bayi Delfan dijelaskan Bili sudah diperbolehkan pulang tidak lama setelah mendapat penanganan medis di Instalasi Gawat Darurat (IGD).""Yang sudah pulang bayi, pulang tanggal 13 masuk IGD sudah langsung pulang. Korban rata-rata hanya mendapat luka serut dan kondisi umum keseluruhan korban membaik,"" ujar Bili.Baca juga: Pelatih Bali United Beberkan Cara Kalahkan Bhayangkara FCDiberitakan sebelumnya, pemotor boncengan tiga terjun ke sungau saat melintasi renovasi landasan Jembatan Bagbagan, perbatasan Desa Jayanti - Desa Cidadap, Kabupaten Sukabumi, Jawa Barat.Dalam keterangan yang diberikan Petugas P2BK, BPBD Kecamatan Simpenan, Dandi Sulaeman peristiwa itu terjadi sekitar pukul 17.40 WIB, Senin (13/6/2022). Saat itu korban masing-masing bernama Dilfa (22), Seftia (20) dan Delfan (2) melintas jembatan.""Korban mengendarai kendaraan sepeda motor beserta dua penumpang lain nya dari arah Palabuhanratu menuju Kampumg Mariuk, Desa Cidadap. Namun saat melintas tepatnya di lokasi jalan (jembatan) tepatnya di jalan yang sedang dibongkar menabrak kendaraan sepeda motor yang berada di depannya,"" ungkap Dandi.Baca juga: Viral Mobil Tersesat hingga Masuk ke TPU di Subang
(sya/yum)


berita jabar sukabumi jembatan bagbagan kecelakaan lalu lintas sungai cimandiri",https://www.detik.com/jabar/berita/d-6128884/dua-pemotor-yang-jatuh-di-jembatan-bagbagan-masih-dirawat-di-rsud
"
        Polisi Olah TKP Truk Terguling di Jombang yang Tewaskan 4 Orang    ","Rabu, 15 Jun 2022 15:39 WIB",Enggran Eko Budianto - detikJatim,detikJatim,Jombang,"Jombang -  Polisi menggelar olah TKP tergulingnya truk Mitsubishi nopol AG 9688 UW muat tebu, yang menewaskan 4 penumpang. Polisi memeriksa semua faktor yang menjadi penyebab kecelakaan maut tersebut.Olah TKP dipimpin langsung Kasat Lantas Polres Jombang AKP Rudi Purwanto sekitar pukul 10.00 WIB. Sedikitnya 10 personel Unit Laka atau Unit Gakkum dilibatkan dalam olah TKP ini. Polisi juga menghadirkan sopir truk, Dafiq Afu'ad Khabibudin (36), warga Desa Klurahan, Ngronggot, Nganjuk.Petugas merunut tergulingnya truk sarat muatan tebu tersebut di jalur arteri Dusun Piyak, Desa Sembung, Perak, Jombang. Titik awal kendaraan menanjak untuk masuk ke jalan nasional Surabaya-Madiun sampai titik tergulingnya truk, ditandai petugas menggunakan cat semprot warna putih.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Polisi juga mengukur lebar bahu dan badan jalan di lokasi kecelakaan. Baik jalan kabupaten yang dilalui truk menuju ke jalan nasional, maupun jalan nasionalnya sendiri. Nihilnya besi pembatas jalan atau guardrail tak luput dari perhatian polisi. Olah TKP pertama ini berlangsung sekitar 1 jam.Baca juga: 6 Fakta Truk Muat Tebu Terguling Tewaskan 4 Penumpang di Jombang""Kami melakukan olah TKP pertama laka lantas kemarin yang mengakibatkan 4 orang meninggal dunia. Di sini kami periksa semua yang terkait dengan laka ini,"" kata Rudi kepada wartawan di lokasi, Rabu (15/6/2022).Olah TKP pertama ini, lanjut Rudi, untuk menentukan letak K1 dan K point, serta mengukur kemiringan jalan yang dilalui truk nopol AG 9688 UW. Pihaknya juga memeriksa keberadaan rambu-rambu lalu lintas dan pagar besi pembatas jalan atau guardrail.""Di situ apakah ada guardrail atau pembatas sehingga mengakibatkan orang ketika laka lantas tumpah ke sungai. Kami cek hari ini,"" jelasnya.Rudi menjelaskan, sejauh ini pihaknya juga telah memeriksa sopir dan kernet truk nopol AG 9688 UW, dan mandor di lokasi penebangan tebu. Ia memastikan sopir truk dalam kondisi sehat jasmani maupun rohani.



Halaman

                    1                

                    2                


                Selanjutnya 



Simak Video ""Detik-detik Truk Bawa Rombongan Anak Terguling di Banjarnegara""
[Gambas:Video 20detik]


kecelakaan di jombang truk terguling truk terguling di jombang truk terguling 4 tewas jombang detikjatim",https://www.detik.com/jatim/berita/d-6128773/polisi-olah-tkp-truk-terguling-di-jombang-yang-tewaskan-4-orang
"
        1.112 Kendaraan di Gresik Terjaring Razia Mobil INCAR Saat Operasi Patuh 2022    ","Rabu, 15 Jun 2022 15:27 WIB",Jemmi Purwodianto - detikJatim,detikJatim,Gresik,"Gresik - Sat Lantas Polres Gresik sudah menjaring ribuan kendaraan yang melanggar lalu lintas. Operasi mobil Integrated Node Capture Attitude Record (INCAR) ini baru dua hari beroperasi di Kota Pudak Gresik.Pelanggaran lalu lintas ini tertangkap kamera dua mobil INCAR yang beroperasi sejak Operasi Patuh Semeru 2022 berlangsung.Kasat Lantas Polres Gresik, AKP Engkos Sarkosi mengatakan, hingga Selasa (14/6/2022), sebanyak 1.112 kendaraan terdeteksi melanggar peraturan lalu lintas. Pada hari pertama, polisi sudah mengkonfirmasi 45 pelanggar dari 495 kendaraan.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""Untuk data hari ini belum keluar. Yang terakhir kemarin, sudah terkonfirmasi 120 pelanggar dari 617 kendaraan yang terjaring razia mobil INCAR ini,"" kata Engkos, kepada detikJatim, Rabu (15/6/2022).Baca juga: 152 Pelanggar di Banyuwangi Tertangkap ETLE, Mayoritas Tak Pakai HelmEngkos menambahkan, selain melanggar rambu-rambu lalu lintas, kebanyakan pelanggar yang terjaring mobil INCAR adalah pengendara roda dua yang tidak pakai helm. Sedangkan untuk kendaraan roda empat, banyak yang parkir sembarangan.""Untuk yang tercapture (terdeteksi) dari mobil INCAR kebanyakan pengendara tidak menggunakan helm dan melawan arus. Ada juga roda 4 yang melanggar dengan parkir sembarangan dan tidak menggunakan sabuk pengamanan (safety belt),"" tambah Engkos.Dengan digelarnya Operasi Patuh Semeru 2022 mulai dari 13 hingga 26 Juni 2022, polisi berharap masyarakat bisa lebih tertib dalam berlalu lintas.""Dengan pengendara yang tertib berlalu lintas, Polres Gresik berharap angka kecelakaan bisa ditekan seminimal mungkin,"" tutup Engkos.
Simak Video ""Ingat! Mulai Hari Ini Korlantas Polri Gelar Operasi Patuh""
[Gambas:Video 20detik]
(hil/fat)


operasi patuh semeru 2022 operasi patuh 2022 kamera etle mobil incar pelanggar lalu lintas gresik detikjatim",https://www.detik.com/jatim/berita/d-6128722/1112-kendaraan-di-gresik-terjaring-razia-mobil-incar-saat-operasi-patuh-2022
"
        Tabrak Mobil di Tabanan, Nyawa Pemotor Asal Karangasem Tak Tertolong    ","Rabu, 15 Jun 2022 15:09 WIB",Chairul Amri Simabur - detikBali,detikBali,Tabanan,"Tabanan - Seorang pengendara motor meninggal dunia dalam kecelakaan yang terjadi di jalan jurusan Marga-Belayu, Tabanan, pada Selasa (14/6/2022) sekitar pukul 21.30 WITA. Korban atas nama I Kadek Adi Saputra (21) diketahui berasal dari Desa Nawakerti, Kecamatan Abang, Kabupaten Karangasem.Saat kejadian, korban yang mengendarai sepeda motor matik DK 4937 TN ini meninggal dunia di tempat setelah menabrak bagian belakang mobil bak hitam yang belum diketahui identitasnya.Kepala Satuan Lalu Lintas (Kasatlantas) Polres Tabanan, AKP Kanisius Franata, membenarkan kejadian itu. ""Iya betul,"" jelas Kanisius, Rabu (15/6/2022).



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Ia menjelaskan, korban dan mobil bak hitam yang saat ini sedang diselidiki identitasnya itu semula datang dari arah utara menuju selatan atau dari Marga ke Belayu. Dari hasil olah tempat kejadian perkara (TKP) yakni di Jalan Wisnu, pengendara motor saat itu berada di belakang mobil bak hitam.Baca juga: Viral Tabrak Lari di Renon, Pelat Mobil Penabrak Tertinggal di TKP""Tiba di tempat kejadian yang merupakan jalan lurus diduga dengan kecepatan tinggi dan tidak bisa menguasai sepeda motornya,"" ujar Kanisius.Karena jarak yang terlalu dekat, korban yang diduga sudah tidak bisa mengendalikan sepeda motornya menabrak bagian belakang mobil bak hitam.Sementara mobil bak hitam yang ditabrak melanjutkan perjalanan. ""Sejauh ini identitasnya masih dalam penyelidikan,"" sebutnya.Korban meninggal dunia di tempat kejadian dengan kondisi keluar darah dari telinga dan hidung. Kondisi itu diduga akibat korban mengalami cidera berat di bagian kepala. ""Hasil pemeriksaan sementara pengendara motor kurang berhati-hati dan tidak memperhatikan kendaraan yang ada di depan,"" pungkas Kanisius. 
Simak Video ""Bus Masuk Jurang di Tegal, Warga Ramai-ramai Evakuasi Penumpang""
[Gambas:Video 20detik]
(kws/kws)


kecelakaan meninggal dunia polres tabanan mobil bak penyelidikan",https://www.detik.com/bali/berita/d-6128665/tabrak-mobil-di-tabanan-nyawa-pemotor-asal-karangasem-tak-tertolong
"
        Momen Pemotor Bersandal Jepit Disetop Polisi di Tasikmalaya    ","Rabu, 15 Jun 2022 13:58 WIB",Deden Rahadian - detikJabar,detikJabar,Bandung,"Bandung - Sejumlah pengendara yang menggunakan sandal jepit diberhentikan polisi saat Operasi Patuh Lodaya di Jl Raya Ciawi-Singaparna, Tasikmalaya pada Rabu (15/6/2022).Pemberhentian itu sesuai dengan edaran Kakorlantas Polri Irjen Firman Syantiabudi. Petugas menegur dan mengimbau agar pengendara sepeda motor menggunakan sepatu agar terhindar dari kecelakaan fatal.""Gunakan sandal jepit saat bermotor itu dilarang. Karena tidak bisa memberikan perlindungan maksimal dan bisa juga kalau terjadi kecelakaan berakibat fatal,"" ujar Kanit Turjawali Iptu Yudi Risnandar kepada detikJabar.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Selain menjaring pelanggaran berkendara, operasi ini dilakukan untuk menjawab keluhan warga terkait kondisi Jalan Cisinga yang rusak akibat lalu lalang truk muatan berlebih.Baca juga: Hasil Penelitian ITB soal Pencemaran di Teluk BimaSatu persatu truk yang mengangkut pasir diberhentikan oleh petugas Gabungan. Secara kasat mata, truk angkutan menyalahi aturan mulai dari tonase berlebih, tidak menggunakan penutup atau terpal.""Sebenarnya kita sudah mengimbau kaitan dengan tonase sehubungan dengan adanya kelas jalan. Mereka yang melanggar terkait tugas fungsi seperti KIR, kita tilang. Kalau imbauanvmah terus menerus kita lakukan tapi banyak toronton yang masih melintas,"" ucap Kabid Lalu Lintas Dinas Perhubungan Kabupaten Tasikmalaya Ruslan Munawar.Ditambahkan Ruslan, imbauan yang diberikan kepada pengemudi truk angkutan diantaranya, harus memastikan kendaraan laik jalan, menggunakan sabuk keselamatan saat berkendara, pengakutan hasil hutan seperti kayu dan bambu tidak melebihi yang ditentukan dalam Buku Uji (KIR).Baca juga: Ragam Suara Warga soal Larangan Pakai Sandal Jepit Saat Kendarai MotorPengangkutan hasil tambang khusus pasir atau bebatuan tidak boleh dalam kondisi basah atau berair yang dapat menyebabkan jalan kotor dan cepat rusak. Selain itu, pengangkutan tidak boleh melebihi tonase dan disesuaikan dengan kelas jalan yang sesuai dengan UU no. 2 tahun 2009 tentang lalu lintas jalan dan Permenhub No 60 tahun 2019 tentang penyelenggaraan angkutan barang dengan kendaraan motor di jalan.""Imbauannya, pengangkutan truk pasir harus menggunakan penutup atau terpal karena banyak keluhan warga yang keganggu debu pasir di jalanan."" ujar Ruslan
(yum/yum)


berita jabar jawa barat tasikmalaya operasi patuh lodaya operasi patuh lodaya sandal jepit",https://www.detik.com/jabar/berita/d-6128483/momen-pemotor-bersandal-jepit-disetop-polisi-di-tasikmalaya
"
        Baru Hari Pertama Operasi Patuh Jaya, 2 Ribu Orang Kena Tilang    ","Rabu, 15 Jun 2022 13:04 WIB",Ilham Satria Fikriansyah - detikOto,detikOto,Jakarta,"Jakarta - Operasi Patuh Jaya 2022 resmi digelar oleh Polri mulai Senin (13/6/2022). Pada hari pertama pelaksanaan, Polri mencatat lebih dari 20.000 kasus pelanggar yang telah ditindak oleh kepolisian.Operasi Patuh Jaya 2022 akan dilaksanakan selama 14 hari, terhitung mulai 13-26 Juni 2022. Selama operasi tersebut digelar, polisi akan melakukan tindakan preemtif, preventif, dan penegakan hukum dengan dua cara, yakni dengan tilang; baik itu tilang elektronik (ETLE) statis dan mobile, serta dengan penindakan teguran.Saat hari pertama pelaksanaan Operasi Patuh Jaya 2022, Polri mencatat ada 20.047 penindakan yang dilakukan oleh petugas polisi.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Baca juga: Operasi Patuh Jaya 2022 Dimulai, Ini 8 Pelanggaran yang DiincarBaca juga: Masih Naik Motor Pakai Sandal Jepit? Jangan Coba-coba Diulangi Lagi!""Kami laporkan berdasarkan harian dari posko pelaksanaan Operasi Patuh 2022 Polda jajaran pada hari Senin yang pertama jumlah penindakan pelanggaran lalu lintas sebanyak 20.047 penindakan,"" kata Karo Penmas Divhumas Polri Brigjen Ahmad Ramadhan dilansir Korlantas Polri.Ahmad menyebut secara rinci penindakan tersebut terdiri atas 2.698 penindakan melalui tilang elektronik (ETLE) dan 17.349 penindakan lewat cara teguran. Ahmad menambahkan sebanyak 8.378 pelanggar dilakukan oleh pengendara sepeda motor.""Dengan tiga jenis pelanggaran terbanyak berupa berboncengan lebih dari satu penumpang sebanyak 4.189 pelanggaran, kemudian pengguna helm tidak sesuai dengan SNI sebanyak 3.303, dan melawan arus 508 pelanggaran,"" jelasnya.Lebih lanjut, Ahmad mengungkapkan pelanggar yang mengendarai mobil serta kendaraan khusus lainnya mencapai 2.578 pelanggar. Tercatat, pelanggaran paling banyak yakni kendaraan yang melebihi muatan sebanyak 1.289 pelanggaran, tidak menggunakan sabuk pengaman sebanyak 1.020 pelanggaran, serta melawan arus sebanyak 100 pelanggaran.Lalu, saat hari pertama pelaksanaan Operasi Patuh Jaya 2022 Polri mencatat jumlah kecelakaan mencapai 101 kejadian. Secara rinci, korban meninggal dunia berjumlah 11 orang, luka berat 8 orang, dan luka ringan sebanyak 123 orang.""Dengan kerugian materiil sebanyak Rp 136 juta,"" ujar Ahmad.Baca juga: Ini Bus AKAP dengan Rute Terjauh di Indonesia: Naik Gak Kenal, Turun Jadi SaudaraBaca juga: Mobil cc Besar Dilarang Tenggak Pertalite LagiDelapan pelanggaran lalu lintas sasaran Operasi Patuh Jaya 2022:Melawan arusKnalpot bising atau tidak sesuai standarKendaraan memakai rotator tidak sesuai peruntukan khususnya pelat hitamBalap liar dan kebut-kebutanMenggunakan HP saat berkendaraTidak menggunakan helm SNITidak memakai sabuk pengamanBerboncengan motor lebih dari 1 orang Simak Video ""Bahagianya Peserta Mudik Gratis Polri Presisi 2023""
[Gambas:Video 20detik]
(din/din)


operasi patuh jaya polri tilang elektronik",https://oto.detik.com/berita/d-6128326/baru-hari-pertama-operasi-patuh-jaya-2-ribu-orang-kena-tilang
"
        Purnawirawan Polisi Tewas Diseruduk Mobil Pikap di Wajo, Sopir Ditahan    ","Rabu, 15 Jun 2022 08:10 WIB",Agung Pramono - detikSulsel,detikSulsel,Wajo,"Wajo - Kecelakaan lalu lintas antara mobil pikap dengan sepeda motor terjadi di Kabupaten Wajo, Sulawesi Selatan (Sulsel). Akibatnya, seorang purnawirawan polisi yang mengendarai motor tewas, sementara sopir pikap ditahan.""Betul tabrakan tadi pagi. Korbannya purnawirawan polisi,"" kata Kasat Lantas Pores Wajo AKP Haryanto kepada detikSulsel, Selasa (14/6/2022).Insiden itu terjadi di Jalan Trans Sulawesi atau Jalan Poros Makassar-Palopo, di Kelurahan Tobarakka, Kecamatan Pitumpanua, Kabupaten Wajo, Selasa (14/6) sekitar pukul 06.30 Wita. Sopir diketahui berinisial RZ (23) asal Kolaka Utara, Sulawesi Tenggara (Sultra), sedangkan korbannya HM Tahir merupakan purnawirawan Polres Wajo.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Haryanto menuturkan kecelakaan itu bermula ketika mobil grand max dengan nomor polisi DP 8265 HI yang dikemudikan oleh RZ membawa ikan bergerak dari arah selatan ke utara. Sementara dari arah berlawanan korban melaju menggunakan sepeda motor Suzuki Shogun dengan nomor polisi DD 2006 NE langsung bertabrakan.""Mantan personil Polsek Urban Pitumpanua itu diantar ke RSUD Siwa untuk autopsi. Korban mengalami luka robek punggung, tangan kanan, memar dada kanan, robek punggung kaki kiri, keluar darah dari telinga, lecet pipi kiri, lecet dagu, dan lecet lutut kanan,"" sebutnya.Baca juga: Truk Terbakar di Wajo, Sopir Meninggal Diduga Kelelahan Padamkan ApiHaryanto menambahkan, sopir pikap tersebut saat ini sudah ditahan untuk mempertanggungjawabkan perbuatannya. RZ diamankan ke kantor Lantas Polres Wajo.""Pelaku dan mobilnya diamankan di Mapolsek Urban Pitumpanua dan sopirnya diamankan di kantor Lantas Polres Wajo,"" ujarnya.
Simak Video ""Bus Masuk Jurang di Tegal, Warga Ramai-ramai Evakuasi Penumpang""
[Gambas:Video 20detik]
(asm/nvl)


kecelakaan wajo sulsel sulawesi selatan",https://www.detik.com/sulsel/berita/d-6127808/purnawirawan-polisi-tewas-diseruduk-mobil-pikap-di-wajo-sopir-ditahan
"
        Contoh Soal dan Jawaban Ujian Teori SIM    ","Rabu, 15 Jun 2022 06:25 WIB",Tim detikcom - detikOto,detikOto,Jakarta,"Jakarta -  Ujian teori menjadi salah satu langkah yang harus dilalui pemohon Surat Izin Mengemudi (SIM). Tak bisa diremehkan, ujian teori harus dikerjakan dengan baik agar lulus. Berikut ini beberapa contoh soal ujian teori bikin SIM.Korlantas Polri mengungkapkan bakal memberikan kisi-kisi soal ujian SIM dan kunci jawabannya. Dulu sempat ada latihan soal-soal ujian SIM yang disediakan di situs resmi Korlantas Polri. Namun, saat ini di situs Korlantas Polri tak lagi tersedia latihan soal ujian teori SIM.Meski begitu, kamu masih bisa melihat bocoran-bocoran soal teori ujian SIM. Salah satunya disediakan oleh Sat Lantas Polres Gianyar dalam sebuah video di Youtube. Berikut beberapa kisi-kisi soal dan jawaban ujian teori SIM.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Baca juga: 5 Bus AKAP dengan Rute Terjauh di Indonesia, Lintasi Pulau, Seberangi LautanBaca juga: Korlantas Kasih Bocoran Soal Ujian SIM, Bisa Auto Lulus?1. Jenis SIM apa yang harus dimiliki bila mengemudikan kendaraan penumpang perseorangan dan mobil barang perseorangan?a. SIM Cb. SIM Ac. SIM A Umumd. Jawaban B dan C benar.Jawaban: d. Jawaban B dan C benar2. Seseorang yang memiliki SIM A dapat mengemudikan kendaraan?a. Mobil penumpang dan kendaraan beroda duab. Mobil penumpang perorangan dan mobil barang yang beratnya tidak melebihi 3.500 kgc. Mobil penumpang perorangan dan mobil penumpang umumd. Mobil penumpang perorangan, mobil barang perorangan dan mobil barang umumJawaban: b. Mobil penumpang perorangan dan mobil barang yang beratnya tidak melebihi 3.500 kg3. Apa arti rambu peringatan ini?Contoh soal ujian SIM Foto: Poola. Jalan pegunungan yang sangat sempitb. Banyak kendaraan berhenti di tanjakanc. Menghadapi tanjakand. Jalan licinJawaban: c. Menghadapi tanjakan4. Bagaimana menurut Anda tata cara memuat/mengangkut beban yang terlihat pada gambar di bawah ini?Contoh soal ujian SIM Foto: Poola. Tidak dibenarkan karena jalanan sepib. Tidak dibenarkan sama sekalic. Dibenarkan asal diikat dengan kuatd. Dibenarkan asal sangat hati-hatiJawaban: b. Tidak dibenarkan sama sekali5. Untuk mendapatkan Surat Izin Mengemudi (SIM), setiap orang antara lain harus memenuhi persyaratan usia untuk dapat memiliki SIM golongan A:a. 17 tahunb. 18 tahunc. 19 tahund. 20 tahunJawaban: a. 17 tahunBaca juga: Masih Naik Motor Pakai Sandal Jepit? Jangan Coba-coba Diulangi Lagi!Baca juga: Polisi Kasih Bocoran Soal Ujian SIM, Selama Ini Untung-untungan6. Persiapan apa yang harus Anda lakukan sebelum mengendarai kendaraan bermotor di jalan?a. Mempersiapkan sarana hiburan di kendaraanb. Melakukan pengecekan kelengkapan (ban, rem, spion, lampu, sein, air radiator dll) dan surat-surat (SIM, STNK, dll) kendaraan bermotorc. Mempersiapkan makanan/minuman secukupnyad. Mempersiapkan handset/alat komunikasi/telepon.Jawaban: b. Melakukan pengecekan kelengkapan (ban, rem, spion, lampu, sein, air radiator dll) dan surat-surat (SIM, STNK, dll) kendaraan bermotor7. Sabuk keselamatan sebagai salah satu persyaratan keselamatan berlalu lintas pada kendaraan bermotor minimal harus terpasang:a. Paling sedikit di tempat duduk pengemudi dan tempat duduk penumpang depan di samping tempat duduk pengemudib. Di tempat pengemudi sajac. Di tempat duduk penumpang depan samping pengemudi sajad. Di seluruh tempat dudukJawaban: a. Paling sedikit di tempat duduk pengemudi dan tempat duduk penumpang depan di samping tempat duduk pengemudi8. Kaca pengintai atau kaca spion sebagai perlengkapan pada kendaraan bermotor berfungsi untuk:a. Digunakan sebagai kaca hiasb. Memenuhi peraturan sematac. Sewaktu-waktu melihat keadaan jalan sebelah belakang kanan atau kiri oleh pengemudinyad. Melengkapi aksesoris kendaraanJawaban: c. Sewaktu-waktu melihat keadaan jalan sebelah belakang kanan atau kiri oleh pengemudinya9. Bagaimana menurut Anda kendaraan barang yang digunakan untuk mengangkut penumpang/orang?a. Boleh asal hati-hatib. Boleh asal digunakan pada malam hari dan jalanan sepic. Boleh asal penumpang tidak berdesakand. Tidak bolehJawaban: d. Tidak boleh10. Masa berlaku Surat Izin Mengemudi (SIM) selama 5 tahun dan dapat diperpanjang, kecuali untuk SIM?a. SIM Cb. SIM internasionalc. SIM BIId. SIM A UmumJawaban: SIM internasional[Lanjut halaman berikutnya]



Halaman

                1            

                2            

                3            


                Selanjutnya 





ujian sim ujian teori sim sim surat izin mengemudi",https://oto.detik.com/berita/d-6127737/contoh-soal-dan-jawaban-ujian-teori-sim
"
        Warga Desa di Sumenep Kaget Dapat Surat Tilang Usai Terjaring Mobil INCAR    ","Rabu, 15 Jun 2022 04:33 WIB",Ahmad Rahman - detikJatim,detikJatim,Sumenep,"Sumenep -  Warga desa di Sumenep kaget tiba-tiba mendapat surat tilang. Ia mempertanyakan soal sosialisasi tentang mobil Integrated Node Capture Attitude Record (INCAR), atau mobil patroli E-Tilang Satlantas Polres Sumenep.Warga Desa Moncek Timur, Kecamatan Lenteng menceritakan, kehadiran mobil patroli tersebut tidak dibarengi dengan sosialisasi kepada masyarakat. Khususnya warga di desa-desa.""Jangan disamakan warga desa dengan warga yang mukim di kota. Karena warga desa berangkat pagi-pagi ke sawah pakai topi lebar bukan helm,"" kata Zayyadi, Selasa (14/6/2022).



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Ia menambahkan, masyarakat desa rata-rata tidak tahu cara mengakses informasi di internet. Sehingga tidak tahu sekarang ada mobil INCAR yang bisa melakukan pengintaian pelanggaran lalu lintas di wilayah kecamatan dan pedesaan.Baca juga: 53 Titik Ini Jadi Prioritas Operasi Patuh Semeru di Surabaya""Motor saya itu dipakai istri tidak tahu kalau kena tilang mobil INCAR itu. Tiba-tiba ada surat dari polisi. Saya kaget ketika dibuka ternyata isinya surat tilang,"" kata Matsae, warga Bluto.Kasat Lantas Polres Sumenep AKP Lamudji mengatakan, pihaknya sudah melakukan berbagai sosialisasi melalui kecamatan, kepala desa dan polsek setempat. Ia juga mengaku sudah melakukan sosialisasi melalui media elektronik.""Kami sebetulnya dari tingkat Forpimda sudah, camat, kepala desa, Babinsa, sudah bahkan kemarin kami ke Pulau Talango sudah dan responnya bagus masyarakat,"" terang Lamudji.Ia menambahkan, mobil INCAR sudah beroperasi sejak 18 Mei 2022. Sampai saat ini telah meng-capture sebanyak 1.391 pelanggaran. Namun yang terkonfirmasi hanya 533 pelanggar.



Halaman

                    1                

                    2                


                Selanjutnya 



Simak Video ""Ingat! Mulai Hari Ini Korlantas Polri Gelar Operasi Patuh""
[Gambas:Video 20detik]


mobil incar operasi patuh semeru 2022 operasi patuh 2022 sumenep detikjatim tilang",https://www.detik.com/jatim/berita/d-6127646/warga-desa-di-sumenep-kaget-dapat-surat-tilang-usai-terjaring-mobil-incar
