Judul,Tanggal,Penulis,Label,Kota,Content,Url
"
        Mobil Terbakar di Tol Jagorawi Arah Cibubur, Lalin Macet    ","Jumat, 23 Des 2022 18:17 WIB",Isal Mawardi - detikNews,detikNews,Bogor,"Bogor - Sebuah mobil sedan terbakar di Tol Jagorawi arah Cibubur. Lalu lintas mengalami kemacetan.""Benar (ada mobil sedan terbakar),"" ujar petugas call center Jasa Marga Ema ketika dihubungi, Jumat (23/12/2022) pukul 18.10 WIB.Kecelakaan itu terjadi di Tol Jagorawi Km 9+400. Akibatnya, lalu lintas menjelang lokasi kecelakaan padat.


    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""(Padat) sampai sekitar Km 7 atau Km 8,"" tambahnya.Baca juga: Lalin Puncak Bogor Padat, Titik Macet di Pasar Cisarua-Kawasan Taman SafariBelum diketahui penyebab mobil terbakar itu. Belum diketahui pula ada tidaknya korban jiwa dari peristiwa ini.""Informasi kejadian, jam 18.00 WIB,"" terangnya.""(Kebakaran) tahap pendinginan,"" pungkasnya.Lihat juga video 'Mobil Terbakar di Tol JORR Pulo Gebang Jaktim, 1 Unit Meluncur':[Gambas:Video 20detik]
(isa/dnu)


tol jagorawi mobil terbakar jabodetabek",https://news.detik.com/berita/d-6477890/mobil-terbakar-di-tol-jagorawi-arah-cibubur-lalin-macet
"
        Hal yang Harus Diwaspadai Saat Lewat 3 Jalur Tengkorak Menuju Kawah Ijen    ","Jumat, 23 Des 2022 17:06 WIB",Ardian Fanani - detikJatim,detikJatim,Banyuwangi,"Banyuwangi -  Tiga jalur tengkorak menuju Taman Wisata Alam (TWA) Kawah Ijen kerap menelan korban jiwa. Salah satu jalur tengkorak itu dinamai Sengkan Mayit yang namanya sesuai risiko saat melewati jalan ini.Wisatawan yang hendak menghabiskan libur Natal 2022 dan Tahun Baru 2023 (Nataru) di Kawah Ijen tentu perlu mengenali jalur-jalur yang akan dilewati.Ada 3 black spot yang ada di jalur menuju Kawah Ijen. Yakni Sengkan Erek-erek dan Sengkan Saleh atau yang biasa dijuluki Sengkan Gandrung, serta Sengkan Mayit.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""Ada beberapa black spot yang ada di jalur menuju Kawah Ijen. Polisi telah menetapkan 3 black spot yang harus diwaspadai,"" ujar Kapolsek Licin AKP Dalyono, Jumat (23/12/2022).Baca juga: Hati-hati ke Ijen Saat Nataru! 3 Jalur Tengkoraknya Kerap Telan Korban Jiwa1. Sengkan Erek-ErekSalah satu jalur tengkorak yang berada di sepanjang jalan menuju TWA Ijen yakni Sengkan Eek-Erek, lokasinya sekitar 7 kilometer dari Jambu, pintu depan dari jalur TWA Kawah Ijen dari Banyuwangi.Jalur ini sebelumnya menjadi titik rawan kecelakaan dengan banyak korban karena memiliki kemiringan hingga 45 derajat. Sejak diperlebar dan dilandaikan pada 2012, kecelakaan di jalur ini relatif berkurang.""Pengendara yang melintasi jalur itu tetap harus berhati-hati mengingat jalur tersebut memiliki tanjakan dan turunan yang berkelok,"" ujar Dalyono.2. Sengkan Saleh/GandrungJalur tengkorak selanjutnya ada di kawasan menuju Kawah Ijen yakni Sengkan Saleh. Jalur ini juga memiliki julukan dari warga yakni Sengkan Gandrung.Sengkan atau tanjakan ini tepat berada di atas Senkan Erek-Erek dan memiliki tanjakan dan turunan paling panjang.""Tak hanya itu, di tengah tanjakan terdapat belokan yang cukup tajam, sehingga kerap terjadi kecelakaan di jalur itu terutama bagi pengendara motor matik,"" kata Dalyono.Baca juga: Waspada Titik Rawan Kecelakaan Jalur Wisata Gunung Bromo saat Nataru3. Sengkan MayitJalur tengkorak paling awal sejak memasuki kawasan Jambu, pintu depan menuju TWA Kawah Ijen dari Banyuwangi adalah Sengkan Mayit.Dalyono mengatakan bahwa warga setempat yang memberi nama itu. Pasalnya, tanjakan atau sengkan itu kerap menelan korban jiwa. Bila diterjemahkan bebas, Sengkan Mayit sama dengan Tanjakan Mayat. Lokasinya sekitar 5 kilometer dari pintu masuk Jambu.Turunan di Sengkan Mayit sebenarnya tidak terlalu tajam daripada turunan lain di jalur menuju Kawah Ijen. Hanya saja di ujung turunan ini ada kelokan yang cukup tajam.Kecelakaan banyak terjadi terutama pengendara motor matik yang kurang hati-hati dan tidak mengerem saat menuruni sengkan, hingga tak jarang masuk jurang sedalam 30 meter.""Fatalnya, mereka baru melakukan pengereman saat berada di tikungan tajam yang mengakibatkan kendaraan terpelanting dan menabrak tebing di sisi kanan jalan dari arah Kawah Ijen,"" ujar Dalyono.Data kecelakaan dan imbauan di jalur tengkorak. Baca di halaman selanjutnya.



Halaman

                    1                

                    2                


                Selanjutnya 





jalur rawan kecelakaan kawah ijen jalur rawan kecelakaan jalur tengkorak natal natal 2022 tahun baru tahun baru 2023 nataru nataru 2022",https://www.detik.com/jatim/berita/d-6477694/hal-yang-harus-diwaspadai-saat-lewat-3-jalur-tengkorak-menuju-kawah-ijen
"
        Waspada! Ini Ruas Tol yang Diprediksi Macet Parah saat Libur Nataru    ","Jumat, 23 Des 2022 15:10 WIB",Ignacio Geordi Oswaldo - detikFinance,detikFinance,Cikampek,"Cikampek - Menteri Perhubungan (Menhub) Budi Karya Sumadi mengimbau masyarakat waspada potensi cuaca ekstrem yang diprediksi BMKG terjadi di akhir tahun bersamaan dengan masa libur Natal dan Tahun Baru (Nataru). ""Kami telah berkoordinasi dengan BMKG dan BNPB untuk mengantisipasi potensi cuaca yang tidak bersahabat pada akhir tahun. Pada tahun 2020, kita ada suatu masalah banjir di jalur tol. Untuk itu saya mengimbau kepada masyarakat agar tetap waspada adanya risiko banjir. Kalau tidak terlalu penting untuk bepergian, sebaiknya rekreasi di Jakarta saja,"" ujar Budi saat memantau jalur tol Jakarta-Cikampek, Jumat (23/12). Budi mengaku telah berkoordinasi dengan berbagai pihak seperti Kepolisian, BMKG, Kementerian PUPR, Jasa Marga, dan unsur terkait lainnya, untuk menyiapkan sejumlah upaya mengantisipasi terjadinya kepadatan, dan menanggulangi risiko banjir.Baca juga: Menhub Perintahkan KAI Pasang Metal Detector di Stasiun saat Libur NataruUntuk menanggulangi cuaca ekstrem yang dapat menyebabkan risiko banjir di jalan tol, upaya yang dilakukan yaitu membuat gorong-gorong di jalan tol dan melakukan rekayasa pembuatan hujan. Sementara itu, untuk mengantisipasi terjadinya kepadatan lalu lintas, telah disiapkan pemberlakuan manajemen rekayasa lalu lintas seperti one way atau contra flow.""Korlantas Polri memiliki kewenangan untuk menerapkan rekayasa lalu lintas di lapangan, namun saya minta rekan-rekan kepolisian dalam menerapkan rekayasa lalin juga memperhatikan dampak yang akan terjadi di cabang-cabang jalan lainnya dan juga jalur di arah balik,"" ucap Budi. Tol Jakarta, Cikampek hingga Semarang, menjadi salah satu titik krusial terjadinya kepadatan di masa libur Natal dan Tahun Baru. Pemantauan jalur tol dilakukan Budi Karya melalui helikopter dari Halim, Jakarta sampai ke Cikampek. Setiba di Cikampek, Menhub melakukan rapat koordinasi dengan sejumlah pihak terkait di kantor Jasa Marga, Km 71b, Cikampek Utama. Sejumlah jalur tol baru yang perlu diantisipasi terjadi kepadatan yaitu Cisumdawu dan Jakarta Cikampek 2, yang berpotensi terjadi kepadatan. Selain itu, beberapa titik jalan juga menjadi perhatian karena berpotensi terjadi banjir karena adanya cuaca ekstrem di akhir tahun yaitu di Km 136, Km 151, dan jalan nasional di Jembatan Sungai Cipunegara, Subang.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""Jalur tol dari Jakarta sampai ke Semarang kita prediksi akan terjadi kepadatan. Dari pemantauan kami lewat udara, terlihat peningkatan sudah terjadi namun belum ada kemacetan atau lalu lintas yang tersendat,"" ujar Budi Karya.Baca juga: Simak! Ini Cara Bayar Tol Lebih Murah saat Libur NataruLebih lanjut, Budi Karya meminta pihak kepolisian untuk melakukan pengawasan di daerah wisata dan melakukan penegakan hukum terhadap bus-bus pariwisata yang melanggar ketentuan.Selanjutnya, Budi Karya juga memberikan imbauan kepada masyarakat yang bepergian menggunakan sepeda motor agar berhati-hati dan tetap mengutamakan keselamatan.""Sebaiknya jangan melakukan perjalanan lebih dari 100 km. Karena dari statistik menunjukkan kecelakaan jalan tertinggi melibatkan para pengguna sepeda motor,"" kata Budi. Turut hadir dalam peninjauan, Kepala BMKG Dwikorita Karnawati, Dirjen Perhubungan Darat Hendro Sugiatno, Dirjen Bina Marga Kementerian PUPR Hedy Rahadian, Direktur Utama Jasa Raharja Rivan Achmad Purwantono, Dirgakum Korlantas POLRI Brigjen (Pol) Aan Suhanan, Direktur Utama Jasa Marga Subakti Syukur, dan Direktur Operasi Jasa Marga Fitri Wiyanti.
(ang/ang)


jalan tol cuaca ekstrem menhub",https://finance.detik.com/berita-ekonomi-bisnis/d-6477344/waspada-ini-ruas-tol-yang-diprediksi-macet-parah-saat-libur-nataru
"
        Belajar dari Kecelakaan Truk Pasir Terguling Timpa Mobil Pajero Sport di Cibubur    ","Jumat, 23 Des 2022 14:45 WIB",Ridwan Arifin - detikOto,detikOto,Jakarta,"Jakarta - Sebuah truk bermuatan pasir terguling dan menimpa Pajero Sport yang ternyata mobil dinas TNI di Jalan Raya Transyogi, Cibubur, Kecamatan Cimanggis, Depok, Jawa Barat, Jumat (23/12/2022). Polisi mengungkap penyebabnya mobil Pajero Sport hendak berputar arah dari lajur tengah, namun truk dari lajur paling kanan tidak bisa menghindari tabrakan hingga terguling.Kasat Lantas Polres Metro Depok AKBP Bonifacius mengatakan kecelakaan bermula saat truk dan mobil dinas TNI Pajero melaju dari arah utara menuju selatan di Jl Transyogi. Truk melaju di lajur paling kanan jalur tersebut.Baca juga: Biar Enggak Nyelonong, Begini Cara Melewati Tanjakan dan Turunan Pakai Motor Matic""Sesampainya di putaran SPBU Shell, bersamaan datang mobil Pajero dari arah yang sama di lajur tengah hendak berputar arah,"" kata Boni dalam keterangannya, Jumat (23/12/2022).



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Peristiwa itu terjadi pada pukul 05.30 WIB pagi tadi. Boni mengungkapkan bahwa saat itu, jarak antara truk dan Pajero sangat dekat.Baca juga: Viral Pemobil Dipepet Dituduh Bikin Lecet, Diminta Lapor Polisi Malah Minta Ganti Rugi""Pengemudi truk berusaha menghindari tabrakan dengan melakukan pengereman, namun tidak dapat dikendalikan,"" ujarnya.Lalu pengemudi truk membanting setir ke arah kanan. Akibatnya, ban belakang sebelah kanan truk naik ke separator pembatas jalan hingga akhirnya terguling.""Sehingga truk oleng dan terjatuh menimpa Pajero. Maka terjadilah kecelakaan lalu lintas tersebut,"" pungkas Boni.Baca juga: Tegas! Negara Ini Bakal Lelang Mobil yang Kebut-kebutan di JalanPraktisi keselamatan berkendara yang juga Senior Instructor Safety Defensive Consultant Indonesia (SDCI), Sony Susmana, memberikan tips putar balik yang aman menggunakan mobil. Utamanya adalah pengemudi harus memperhatikan jarak serta persiapan sebelum masuk U-Turn.""Penting sekali melakukan perencanaan dengan benar. Kalau mau putar balik, pastikan sudah ada di lajur kanan minimal 50 meter sebelum titik putar,"" buka Sony saat dihubungi detikcom, Jumat (23/12/2022).Selanjutnya pemobil harus memberikan lampu sign kanan sebelum putar balik serta memastikan posisi mobil sudah berada di lajur paling kanan.""Kemudian nyalakan lampu sign minimal 20 meter sebelum titik putar dan lihat kaca spion, dibarengi dengan lambatkan kecepatan supaya tidak terjadi putaran yang mendadak atau overshoot,"" jelas dia. Simak Video ""AC Mobil Mendadak Tak Dingin dan Hanya Keluar Angin? Coba Cek Ini Deh!""
[Gambas:Video 20detik]
(riar/dry)


catatan pengendara tips otomotif kecelakaan truk terguling",https://oto.detik.com/berita/d-6477280/belajar-dari-kecelakaan-truk-pasir-terguling-timpa-mobil-pajero-sport-di-cibubur
"
        Korban Kecelakaan Bisa Dapat Santunan, tapi Ada Kedalurwarsanya    ","Jumat, 23 Des 2022 14:16 WIB",Dina Rayanti - detikOto,detikOto,Jakarta,"Jakarta - Korban kecelakaan lalu lintas di darat, laut, dan udara bakal mendapatkan santunan. Sebagaimana diatur dalam Peraturan Menteri Keuangan nomor 16/PMK.010/2017 tentang Besar Santunan dan Sumbangan Wajib Dana Kecelakaan Lalu Lintas Jalan pasal 1 ayat 2, santunan adalah uang yang diberikan sebagai pengganti kerugian kepada korban kecelakaan alat angkutan lalu lintas jalan atau ahli warisnya.Baca juga: Apa Itu SWDKLLJ? Wajib Dibayar Tiap Daftar dan Perpanjangan STNKUntuk besarnya santunan untuk ahli waris ini besarnya berbeda-beda. Dijelaskan dalam pasal 3, ahli waris dari korban yang meninggal dunia berhak atas santunan sebesar Rp 50 juta.Kemudian untuk korban yang mengalami cacat tetap berhak atas santunya yang besarnya dihitung berdasarkan angka persentase sebagaimana ditetapkan dalam Pasal 10 ayat 3 Peraturan Pemerintah nomor 18 tahun 1965 dari besar santunan meninggal dunia.



    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Laman Jasa Raharja merinci, santunan untuk cacat tetap maksimal dari kecelakaan di darat dan laut sebesar Rp 50 juta. Kemudian korban yang mendapat perawatan, juga masih mendapat santunan maksimal Rp 20 juta. Kemudian penggantian biaya penguburan, bagi yang tidak memiliki ahli waris sebesar Rp 4 juta.Ada juga santunan manfaat tambahan penggantian biaya P3K sebesar Rp 1 juta. Terakhir ada manfaat tambahan penggantian biaya ambulans senilai Rp 500 ribu.Santunan itu diambil dari SWDKLLJ (Sumbangan Wajib dana Kecelakaan Lalu Lintas Jalan). SWDKLLJ sendiri dipungut dari para pengusaha ataupun pemilik alat angkutan lalu lintas jalan setiap pendaftaran dan perpanjangan STNK (Surat Tanda Nomor Kendaraan). Adapun santunan tersebut diberikan kepada ahli waris dengan skala prioritas skala dengan rincian sebagai berikut:1. Janda/Duda yang Sah2. Anak-anaknya yang sah3. Orang Tuanya yang sah4. Bila tidak ada ahli waris, maka diberikan penggantian biaya penguburan kepada yang menyelenggarakan.Baca juga: 3 Hal Ini Bikin Kecelakaan Lalu LintasSantunan itu juga bisa kedaluwarsa bila permintaan diajukan dalam waktu lebih dari 6 bulan setelah terjadinya kecelakaan. Santunan juga bisa gugur bila tidak dilakukan penagihan dalam waktu 3 bulan setelah hal dimaksud disetujui oleh Jasa Raharja. Simak Video ""Bukan Tengah Malam, Ini Jam-jam Rawan Kecelakaan""
[Gambas:Video 20detik]
(dry/din)


swdkllj swdkllj stnk kecelakaan lalu lintas jasa raharja korban kecelakaan",https://oto.detik.com/berita/d-6477235/korban-kecelakaan-bisa-dapat-santunan-tapi-ada-kedalurwarsanya
"
        Polisi: Tak Ada Korban Akibat Truk Timpa Mobil Dinas TNI di Cibubur    ","Jumat, 23 Des 2022 13:06 WIB",Rizky Adha Mahendra - detikNews,detikNews,Depok,"Depok - Satu unit truk bermuatan pasir terguling dan menimpa mobil dinas TNI Pajero di Jalan Raya Transyogi, Kecamatan Cinanggis, Kota Depok, Jawa Barat. Tidak ada korban jiwa dalam kejadian itu.""Korban luka nihil,"" kata Kasat Lantas Polres Metro Depok AKBP Bonifacius melalui keterangannya, Jumat (23/12/2022).Baca juga: Kronologi Truk Muatan Pasir Terguling Timpa Mobil Dinas TNI di CibuburPeristiwa itu terjadi pukul 05.30 WIB pagi tadi. Kecelakaan itu menyebabkan mobil Pajero mengalami kerusakan berat.


    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""Mobil dinas TNI Pajero tersebut mengalami kerusakan berat,"" paparnya.Lalu lintas di lokasi tersebut sempat tersendat. Hal itu dikarenakan semula tiga lajur yang digunakan, kini hanya bisa satu lajur.""Ada antrean sekitar 200 meter, sudah dilakukan upaya pengurangan muatan dan ditarik derek,"" ucap Boni.Baca juga: Ini Penyebab Truk Pasir Terguling Timpa Mobil Dinas TNI di CibuburKecelakaan bermula saat truk melaju dari arah utara ke selatan. Truk berada di lajur paling kanan jalan.""Sesampainya di putaran SPBU Shell, bersamaan datang mobil dinas TNI Pajero dari arah yang sama di lajur tengah hendak berputar arah,"" ujarnya.Baca juga: Jejak Polemik SDN Pocin 1 hingga Ancang-ancang Polisi Panggil Walkot Depok
(rdh/haf)


pajero cibubur jabodetabek kecelakaan",https://news.detik.com/berita/d-6477058/polisi-tak-ada-korban-akibat-truk-timpa-mobil-dinas-tni-di-cibubur
"
        Kronologi Truk Muatan Pasir Terguling Timpa Mobil Dinas TNI di Cibubur    ","Jumat, 23 Des 2022 13:00 WIB",Rizky Adha Mahendra - detikNews,detikNews,Depok,"Depok - Satu unit truk muatan pasir terguling hingga menimpa mobil Pajero yang merupakan kendaraan dinas TNI di Jalan Raya Transyogi, Cibubur, Kecamatan Cimanggis, Depok. Tidak ada korban jiwa dalam insiden tersebut.Kasat Lantas Polres Metro Depok AKBP Bonifacius mengungkapkan detik-detik kecelakaan truk vs mobil dinas TNI tersebut. Kecelakaan terjadi sekitar pukul 05.30 WIB pagi tadi.Awal Mula Kejadian


    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Kecelakaan itu terjadi di sekitar U-Turn SPBU Shell. Berawal ketika truk muatan pasir melintas dari utara ke selatan di Jalan Raya Transyogi""Pada saat sebelum terjadi kecelakaan lalu lintas, mobil truk melaju dari arah utara ke selatan di lajur paling kanan,"" kata Boni dalam keterangannya, Jumat (23/12/2022).Baca juga: Ini Penyebab Truk Pasir Terguling Timpa Mobil Dinas TNI di CibuburMobil Dinas TNI Hendak Putar BalikSetiba di lokasi kejadian, mobil dinas TNI datang dari arah yang sama. Mobil dinas TNI tersebut hendak putar balik.""Datang mobil Pajero dari arah yang sama di lajur tengah hendak berputar arah,"" ujarnya.Saat itu, lanjut Boni, jarak kedua kendaraan sangat dekat. Pengemudi truk lalu berusaha menghindari tabrakan dengan Pajero.""Pengemudi truk berusaha menghindari tabrakan dengan melakukan pengereman, namun tidak dapat dikendalikan,"" bebernya.Baca juga: Pajero Tertimpa Truk Muatan Pasir di Transyogi Cibubur Mobil Dinas TNITruk Tabrak Separator dan Timpa Mobil Dinas TNIAkhirnya pengemudi truk membanting setir ke arah kanan. Hal itu membuat ban belakang sebelah kanan truk menghantam separator pembatas jalan.""Truk lalu oleng dan terjatuh menimpa mobil Pajero,"" ujarnya.Tidak ada korban jiwa dalam kecelakaan tersebut. Meski demikian, kendaraan Pajero rusak berat akibat tertimpa truk bermuatan pasir tersebut.""Korban luka nihil. Mobil Pajero mengalami kerusakan berat,"" pungkasnya.Baca juga: Truk Muatan Pasir Terguling di Jalan Alternatif Cibubur Timpa Pajero
(rdh/mea)


truk terguling kecelakaan truk vs mobil dinas tni mobil dinas tni jabodetabek kecelakaan di cibubur",https://news.detik.com/berita/d-6477035/kronologi-truk-muatan-pasir-terguling-timpa-mobil-dinas-tni-di-cibubur
"
        Ini Penyebab Truk Pasir Terguling Timpa Mobil Dinas TNI di Cibubur    ","Jumat, 23 Des 2022 12:40 WIB",Rizky Adha Mahendra - detikNews,detikNews,Depok,"Depok - Sebuah truk bermuatan pasir terguling dan menimpa mobil dinas TNI di Jalan Raya Transyogi, Cibubur, Kecamatan Cimanggis, Kota Depok, Jawa Barat. Polisi mengungkap penyebab kecelakaan itu.Kasat Lantas Polres Metro Depok AKBP Bonifacius mengatakan kecelakaan bermula saat truk dan mobil dinas TNI Pajero melaju dari arah utara menuju selatan di Jl Transyogi. Truk melaju di lajur paling kanan jalur tersebut.""Sesampainya di putaran SPBU Shell, bersamaan datang mobil Pajero dari arah yang sama di lajur tengah hendak berputar arah,"" kata Boni dalam keterangannya, Jumat (23/12/2022).


    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Peristiwa itu terjadi pada pukul 05.30 WIB pagi tadi. Boni mengungkapkan bahwa saat itu, jarak antara truk dan Pajero sangat dekat.Baca juga: Pajero Tertimpa Truk Muatan Pasir di Transyogi Cibubur Mobil Dinas TNI""Pengemudi truk berusaha menghindari tabrakan dengan melakukan pengereman, namun tidak dapat dikendalikan,"" ujarnya.Lalu pengemudi truk membanting setir ke arah kanan. Akibatnya, ban belakang sebelah kanan truk naik ke separator pembatas jalan hingga akhirnya terguling.""Sehingga truk oleng dan terjatuh menimpa Pajero. Maka terjadilah kecelakaan lalu lintas tersebut,"" pungkas Boni.Kecelakaan tersebut sempat membuat arus lalu lintas tersendat. Antrean sempat mengular hingga sepanjang 200 meter.Baca juga: Truk Muatan Pasir Terguling di Jalan Alternatif Cibubur Timpa PajeroLihat juga video 'Minibus Seruduk Truk di Tol Cipularang, Satu Tewas-Sopir Selamat': [Gambas:Video 20detik]
(rdh/mea)


truk terguling truk timpa mobil dinas tni mobil dinas tni kecelakaan truk vs mobil dinas tni cibubur jabodetabek",https://news.detik.com/berita/d-6476991/ini-penyebab-truk-pasir-terguling-timpa-mobil-dinas-tni-di-cibubur
"
        Pajero Tertimpa Truk Muatan Pasir di Transyogi Cibubur Mobil Dinas TNI    ","Jumat, 23 Des 2022 11:43 WIB",Rizky Adha Mahendra - detikNews,detikNews,Depok,"Depok - Sebuah truk bermuatan pasir terguling dan menimpa mobil Pajero di Jalan Raya Transyogi, Kecamatan Cinanggis, Kota Depok, Jawa Barat. Mobil Pajero tersebut diketahui merupakan mobil dinas TNI.""Mobil dinas TNI Pajero tersebut mengalami kerusakan berat,"" kata Kasat Lantas Polres Metro Depok AKBP Bonifacius melalui keterangannya, Jumat (23/12/2022).Peristiwa itu terjadi pada pukul 05.30 WIB pagi tadi. Saat ini petugas sedang membersihkan sisa-sisa kecelakaan tersebut.


    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""Pasirnya sedang dibersihkan, mudah-mudahan setelah dibersihkan bisa lancar,"" ujarnya.Lalu lintas di lokasi tersebut sempat tersendat. Hal itu dikarenakan semula tiga lajur yang digunakan, kini hanya bisa satu lajur.Baca juga: Truk Muatan Pasir Terguling di Jalan Alternatif Cibubur Timpa Pajero""Ada antrean sekitar 200 meter, sudah dilakukan upaya pengurangan muatan dan ditarik derek,"" ungkap Boni.Kecelakaan bermula saat truk melaju dari arah utara ke selatan. Truk berada di lajur paling kanan jalan.""Sesampainya di putaran SPBU Shell, bersamaan datang mobil dinas TNI Pajero dari arah yang sama di lajur tengah hendak berputar arah,"" imbuhnya.Saat itu, jarak di antara kedua kendaraan tersebut sangat dekat. Sopir truk sempat berusaha untuk menghindari tabrakan dengan mengerem.""Namun tidak dapat dikendalikan, akhirnya pengemudinya membanting setir ke kanan,"" ujarnya.Baca juga: Truk Muatan Pasir Terguling di Jalan Transyogi Arah Cibubur, Lalin TersendatLihat juga video 'Minibus Seruduk Truk di Tol Cipularang, Satu Tewas-Sopir Selamat': [Gambas:Video 20detik]
(rdh/mea)


truk terguling truk terguling di transyogi mobil dinas tni kecelakaan jabodetabek",https://news.detik.com/berita/d-6476910/pajero-tertimpa-truk-muatan-pasir-di-transyogi-cibubur-mobil-dinas-tni
"
        Truk Muatan Pasir Terguling di Jalan Alternatif Cibubur Timpa Pajero    ","Jumat, 23 Des 2022 09:54 WIB",Rizky Adha Mahendra - detikNews,detikNews,Jakarta,"Jakarta - Kecelakaan lalu lintas terjadi di Jalan Raya Transyogi, Kecamatan Cinanggis, Kota Depok, Jawa Barat. Sebuah truk bermuatan pasir terguling di U-Turn SPBU Shell.Kasat Lantas Polres Metro Depok AKBP Bonifacius mengatakan bahwa kecelakaan bermula saat truk melaju dari arah utara ke selatan. Truk berada di lajur paling kanan jalan.""Sesampainya di putaran SPBU Shell, bersamaan datang mobil dinas TNI Pajero dari arah yang sama di lajur tengah hendak berputar arah,"" kata Boni melalui keterangannya, Jumat (23/12/2022).


    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

Baca juga: Truk Muatan Pasir Terguling di Jalan Transyogi Arah Cibubur, Lalin TersendatPeristiwa itu terjadi sekitar pukul 05.30 WIB pagi tadi. Tidak ada korban jiwa dalam kecelakaan tersebut.Saat itu, jarak di antara kedua kendaraan tersebut sangat dekat. Sopir truk sempat berusaha untuk menghindari tabrakan dengan mengerem.""Namun tidak dapat dikendalikan, akhirnya pengemudinya membanting setir ke kanan,"" ujarnya.Boni menjelaskan ban belakang sebelah kanan truk tersebut naik ke separator pembatas jalan. Kemudian truk oleng dan menimpa mobil Pajero tersebut.Lalu lintas di lokasi masih tersendat. Hal itu dikarenakan semula tiga lajur yang digunakan, kini hanya bisa satu lajur.""Ada antrean sekitar 200 meter, sudah dilakukan upaya pengurangan muatan dan ditarik derek,"" pungkas Boni.Lihat juga video 'Minibus Seruduk Truk di Tol Cipularang, Satu Tewas-Sopir Selamat': [Gambas:Video 20detik]
(rdh/dek)


truk terguling kecelakaan depok jabodetabek",https://news.detik.com/berita/d-6476671/truk-muatan-pasir-terguling-di-jalan-alternatif-cibubur-timpa-pajero
"
        Truk Muatan Pasir Terguling di Jalan Transyogi Arah Cibubur, Lalin Tersendat    ","Jumat, 23 Des 2022 07:22 WIB",Eva Safitri - detikNews,detikNews,Jakarta,"Jakarta - Truk bermuatan pasir terguling di Jalan Transyogi arah Cibubur. Lalu lintas di lokasi tersendat.""Benar sekali, informasinya terjadi di pukul 06.20,"" kata Petugas Call Center NMTC Polri, Kintan ketika dihubungi, Jumat (23/12/2022) pukul 07.05 WIB.Baca juga: Begini Rekayasa Lalin saat Car Free Night Malam Tahun Baru di DKIKecelakaan itu kini masih dalam penanganan petugas. Belum diketahui ada atau tidaknya korban dalam peristiwa itu.


    ADVERTISEMENT
  















        SCROLL TO RESUME CONTENT
  

""Masih dalam penanganan,"" ujar Kintan.Baca juga: Rekayasa Lalin Flyover Mochtar Kusumaatmadja di Malam Tahun BaruSementara kondisi lalu lintas di lokasi tersendat saat ini. Namun kendaraan masih bisa melaju dengan kecepatan rendah.""Tersendat tapi bisa masih bisa jalan, petugas kita sudah ada di lokasi mengatur lalu lintas,"" ucapnya.Lihat juga video 'Pikap Pengangkut Buruh Terjun ke Sawah Usai Tabrak Pohon Akibat Oleng':[Gambas:Video 20detik]
(eva/idn)


cibubur jalan transyogi kemacetan di jalan transyogi",https://news.detik.com/berita/d-6476466/truk-muatan-pasir-terguling-di-jalan-transyogi-arah-cibubur-lalin-tersendat
